sample,total_count,population,count,percentage
sample04271,106984,monocyte,17412,16.275331
sample04272,98926,b_cell,16269,16.445626
sample04272,98926,cd8_t_cell,28763,29.075268
sample04272,98926,cd4_t_cell,25256,25.530194
sample04272,98926,nk_cell,7728,7.8119
sample04272,98926,monocyte,20910,21.137012
sample04273,94643,b_cell,8049,8.504591
sample04273,94643,cd8_t_cell,27653,29.21822
sample04273,94643,cd4_t_cell,31184,32.949082
sample04273,94643,nk_cell,7650,8.083007
sample04273,94643,monocyte,20107,21.2451
sample04274,101029,b_cell,11976,11.854022
sample04274,101029,cd8_t_cell,18360,18.173
sample04274,101029,cd4_t_cell,24501,24.251453
sample04274,101029,nk_cell,20459,20.250621
sample04274,101029,monocyte,25733,25.470904
sample04275,106085,b_cell,9419,8.878729
sample04275,106085,cd8_t_cell,23964,22.589433
sample04275,106085,cd4_t_cell,38126,35.939105
sample04275,106085,nk_cell,17242,16.253005
sample04275,106085,monocyte,17334,16.339728
sample04276,101041,b_cell,11447,11.329064
sample04276,101041,cd8_t_cell,22292,22.062331
sample04276,101041,cd4_t_cell,31545,31.22
sample04276,101041,nk_cell,15965,15.800517
sample04276,101041,monocyte,19792,19.588088
sample04277,89924,b_cell,6735,7.489658
sample04277,89924,cd8_t_cell,22211,24.699746
sample04277,89924,cd4_t_cell,28778,32.00258
sample04277,89924,nk_cell,12912,14.358792
sample04277,89924,monocyte,19288,21.449224
sample04278,108453,b_cell,10648,9.818078
sample04278,108453,cd8_t_cell,24903,22.96202
sample04278,108453,cd4_t_cell,36619,33.764857
sample04278,108453,nk_cell,13307,12.269831
sample04278,108453,monocyte,22976,21.185214
sample04279,96342,b_cell,11372,11.803782
sample04279,96342,cd8_t_cell,24803,25.744743
sample04279,96342,cd4_t_cell,26887,27.90787
sample04279,96342,nk_cell,15723,16.319985
sample04279,96342,monocyte,17557,18.22362
sample04280,99292,b_cell,11727,11.810619
sample04280,99292,cd8_t_cell,23296,23.462112
sample04280,99292,cd4_t_cell,28150,28.350723
sample04280,99292,nk_cell,12962,13.054425
sample04280,99292,monocyte,23157,23.322121
sample04281,104711,b_cell,10329,9.864293
sample04281,104711,cd8_t_cell,19897,19.001824
sample04281,104711,cd4_t_cell,34898,33.327922
sample04281,104711,nk_cell,11865,11.331188
sample04281,104711,monocyte,27722,26.474773
sample04282,107194,b_cell,14975,13.969998
sample04282,107194,cd8_t_cell,20193,18.837808
sample04282,107194,cd4_t_cell,35918,33.507472
sample04282,107194,nk_cell,13067,12.190048
sample04282,107194,monocyte,23041,21.494673
sample04283,109119,b_cell,15560,14.259661
sample04283,109119,cd8_t_cell,31761,29.106755
sample04283,109119,cd4_t_cell,22938,21.021087
sample04283,109119,nk_cell,15942,14.609738
sample04283,109119,monocyte,22918,21.002758
sample04284,99569,b_cell,9860,9.902681
sample04284,99569,cd8_t_cell,33919,34.065824
sample04284,99569,cd4_t_cell,19977,20.063474
sample04284,99569,nk_cell,18795,18.876357
sample04284,99569,monocyte,17018,17.091665
sample04285,95740,b_cell,10556,11.025695
sample04285,95740,cd8_t_cell,28526,29.795279
sample04285,95740,cd4_t_cell,27981,29.226029
sample04285,95740,nk_cell,13852,14.468352
sample04285,95740,monocyte,14825,15.484646
sample04286,108621,b_cell,5740,5.284429
sample04286,108621,cd8_t_cell,30925,28.470554
sample04286,108621,cd4_t_cell,20933,19.271596
sample04286,108621,nk_cell,13990,12.879646
sample04286,108621,monocyte,37033,34.093776
sample04287,105867,b_cell,7175,6.777372
sample04287,105867,cd8_t_cell,25170,23.775114
sample04287,105867,cd4_t_cell,34165,32.271624
sample04287,105867,nk_cell,11685,11.037434
sample04287,105867,monocyte,27672,26.138457
sample04288,99840,b_cell,7274,7.285657
sample04288,99840,cd8_t_cell,27734,27.778446
sample04288,99840,cd4_t_cell,35365,35.421675
sample04288,99840,nk_cell,16612,16.638622
sample04288,99840,monocyte,12855,12.875601
sample04289,109567,b_cell,15554,14.19588
sample04289,109567,cd8_t_cell,22302,20.354669
sample04289,109567,cd4_t_cell,34661,31.634525
sample04289,109567,nk_cell,19969,18.225378
sample04289,109567,monocyte,17081,15.589548
sample04290,103631,b_cell,4887,4.71577
sample04290,103631,cd8_t_cell,33546,32.370623
sample04290,103631,cd4_t_cell,27527,26.562515
sample04290,103631,nk_cell,12310,11.878685
sample04290,103631,monocyte,25361,24.472407
sample04291,93546,b_cell,4331,4.629808
sample04291,93546,cd8_t_cell,20790,22.22436
sample04291,93546,cd4_t_cell,26168,27.973403
sample04291,93546,nk_cell,18677,19.965578
sample04291,93546,monocyte,23580,25.20685
sample04292,96415,b_cell,5236,5.43069
sample04292,96415,cd8_t_cell,18086,18.758492
sample04292,96415,cd4_t_cell,32969,34.194887
sample04292,96415,nk_cell,16940,17.56988
sample04292,96415,monocyte,23184,24.046051
sample04293,99311,b_cell,8080,8.136057
sample04293,99311,cd8_t_cell,22958,23.117278
sample04293,99311,cd4_t_cell,17080,17.198498
sample04293,99311,nk_cell,22473,22.628913
sample04293,99311,monocyte,28720,28.919254
sample04294,106115,b_cell,8367,7.884842
sample04294,106115,cd8_t_cell,24232,22.835603
sample04294,106115,cd4_t_cell,38161,35.961928
sample04294,106115,nk_cell,12485,11.765537
sample04294,106115,monocyte,22870,21.55209
sample04295,105510,b_cell,12612,11.953369
sample04295,105510,cd8_t_cell,27302,25.87622
sample04295,105510,cd4_t_cell,25021,23.71434
sample04295,105510,nk_cell,16823,15.94446
sample04295,105510,monocyte,23752,22.51161
sample04296,102827,b_cell,10715,10.420415
sample04296,102827,cd8_t_cell,30459,29.621597
sample04296,102827,cd4_t_cell,22877,22.248048
sample04296,102827,nk_cell,22384,21.768602
sample04296,102827,monocyte,16392,15.941338
sample04297,100012,b_cell,9320,9.318882
sample04297,100012,cd8_t_cell,12494,12.492501
sample04297,100012,cd4_t_cell,32378,32.374115
sample04297,100012,nk_cell,18694,18.691757
sample04297,100012,monocyte,27126,27.122745
sample04298,108568,b_cell,16908,15.57365
sample04298,108568,cd8_t_cell,22576,20.794341
sample04298,108568,cd4_t_cell,38294,35.271903
sample04298,108568,nk_cell,13419,12.359996
sample04298,108568,monocyte,17371,16.000111
sample04299,101600,b_cell,15279,15.038386
sample04299,101600,cd8_t_cell,29682,29.214567
sample04299,101600,cd4_t_cell,22378,22.025591
sample04299,101600,nk_cell,11595,11.412402
sample04299,101600,monocyte,22666,22.309055
sample04300,101257,b_cell,15049,14.862182
sample04300,101257,cd8_t_cell,26583,26.253
sample04300,101257,cd4_t_cell,28410,28.057319
sample04300,101257,nk_cell,15326,15.135744
sample04300,101257,monocyte,15889,15.691755
sample04301,94407,b_cell,8224,8.711218
sample04301,94407,cd8_t_cell,24882,26.356096
sample04301,94407,cd4_t_cell,31385,33.244357
sample04301,94407,nk_cell,13948,14.774328
sample04301,94407,monocyte,15968,16.914
sample04302,106587,b_cell,10020,9.400771
sample04302,106587,cd8_t_cell,22542,21.148921
sample04302,106587,cd4_t_cell,41105,38.564741
sample04302,106587,nk_cell,12023,11.279987
sample04302,106587,monocyte,20897,19.60558
sample04303,109237,b_cell,6985,6.394354
sample04303,109237,cd8_t_cell,28493,26.083653
sample04303,109237,cd4_t_cell,34873,31.924165
sample04303,109237,nk_cell,18637,17.061069
sample04303,109237,monocyte,20249,18.53676
sample04304,98648,b_cell,7032,7.128376
sample04304,98648,cd8_t_cell,23314,23.633525
sample04304,98648,cd4_t_cell,39568,40.110291
sample04304,98648,nk_cell,13286,13.468089
sample04304,98648,monocyte,15448,15.659719
sample04305,96506,b_cell,7666,7.943548
sample04305,96506,cd8_t_cell,22780,23.60475
sample04305,96506,cd4_t_cell,34328,35.570845
sample04305,96506,nk_cell,12842,13.306945
sample04305,96506,monocyte,18890,19.573913
sample04306,97478,b_cell,7864,8.067461
sample04306,97478,cd8_t_cell,39804,40.833829
sample04306,97478,cd4_t_cell,26105,26.780402
sample04306,97478,nk_cell,8044,8.252118
sample04306,97478,monocyte,15661,16.066189
sample04307,102796,b_cell,10008,9.735787
sample04307,102796,cd8_t_cell,22298,21.691506
sample04307,102796,cd4_t_cell,28112,27.347368
sample04307,102796,nk_cell,20676,20.113623
sample04307,102796,monocyte,21702,21.111716
sample04308,90602,b_cell,7383,8.148827
sample04308,90602,cd8_t_cell,21980,24.25995
sample04308,90602,cd4_t_cell,20556,22.688241
sample04308,90602,nk_cell,19332,21.337277
sample04308,90602,monocyte,21351,23.565705
sample04309,107469,b_cell,14202,13.214974
sample04309,107469,cd8_t_cell,32207,29.968642
sample04309,107469,cd4_t_cell,21564,20.065321
sample04309,107469,nk_cell,19821,18.443458
sample04309,107469,monocyte,19675,18.307605
sample04310,97721,b_cell,14441,14.777786
sample04310,97721,cd8_t_cell,16474,16.858198
sample04310,97721,cd4_t_cell,35026,35.842859
sample04310,97721,nk_cell,13568,13.884426
sample04310,97721,monocyte,18212,18.636731
sample04311,95561,b_cell,13336,13.955484
sample04311,95561,cd8_t_cell,18375,19.228556
sample04311,95561,cd4_t_cell,23139,24.213853
sample04311,95561,nk_cell,25868,27.06962
sample04311,95561,monocyte,14843,15.532487
sample04312,98164,b_cell,10598,10.796219
sample04312,98164,cd8_t_cell,27677,28.194654
sample04312,98164,cd4_t_cell,30795,31.370971
sample04312,98164,nk_cell,13603,13.857422
sample04312,98164,monocyte,15491,15.780734
sample04313,102101,b_cell,10157,9.947993
sample04313,102101,cd8_t_cell,18804,18.417058
sample04313,102101,cd4_t_cell,28580,27.99189
sample04313,102101,nk_cell,22596,22.131027
sample04313,102101,monocyte,21964,21.512032
sample04314,101316,b_cell,5609,5.536144
sample04314,101316,cd8_t_cell,26428,26.084725
sample04314,101316,cd4_t_cell,41158,40.623396
sample04314,101316,nk_cell,15810,15.604643
sample04314,101316,monocyte,12311,12.151092
sample04315,106815,b_cell,10271,9.615691
sample04315,106815,cd8_t_cell,34503,32.301643
sample04315,106815,cd4_t_cell,33548,31.407574
sample04315,106815,nk_cell,7954,7.44652
sample04315,106815,monocyte,20539,19.228573
sample04316,102168,b_cell,9942,9.731031
sample04316,102168,cd8_t_cell,28279,27.678921
sample04316,102168,cd4_t_cell,28988,28.372876
sample04316,102168,nk_cell,12336,12.074231
sample04316,102168,monocyte,22623,22.142941
sample04317,101147,b_cell,6771,6.694217
sample04317,101147,cd8_t_cell,32738,32.366753
sample04317,101147,cd4_t_cell,27678,27.364133
sample04317,101147,nk_cell,13082,12.933651
sample04317,101147,monocyte,20878,20.641245
sample04318,96197,b_cell,8225,8.550163
sample04318,96197,cd8_t_cell,21682,22.539164
sample04318,96197,cd4_t_cell,35145,36.534403
sample04318,96197,nk_cell,13922,14.472385
sample04318,96197,monocyte,17223,17.903885
sample04319,87535,b_cell,11315,12.926258
sample04319,87535,cd8_t_cell,20386,23.28897
sample04319,87535,cd4_t_cell,20018,22.868567
sample04319,87535,nk_cell,15083,17.230822
sample04319,87535,monocyte,20733,23.685383
sample04320,105753,b_cell,12462,11.784063
sample04320,105753,cd8_t_cell,28542,26.989305
sample04320,105753,cd4_t_cell,34113,32.257241
sample04320,105753,nk_cell,11219,10.608682
sample04320,105753,monocyte,19417,18.360708
sample04321,93719,b_cell,8594,9.169966
sample04321,93719,cd8_t_cell,22521,24.030346
sample04321,93719,cd4_t_cell,34105,36.3907
sample04321,93719,nk_cell,9448,10.0812
sample04321,93719,monocyte,19051,20.327788
sample04322,94525,b_cell,9081,9.606982
sample04322,94525,cd8_t_cell,20261,21.434541
sample04322,94525,cd4_t_cell,29278,30.973816
sample04322,94525,nk_cell,15343,16.231685
sample04322,94525,monocyte,20562,21.752975
sample04323,106115,b_cell,9774,9.210762
sample04323,106115,cd8_t_cell,31533,29.715874
sample04323,106115,cd4_t_cell,28314,26.682373
sample04323,106115,nk_cell,17051,16.068416
sample04323,106115,monocyte,19443,18.322575
sample04324,103156,b_cell,4482,4.344876
sample04324,103156,cd8_t_cell,28303,27.437086
sample04324,103156,cd4_t_cell,33259,32.24146
sample04324,103156,nk_cell,21903,21.23289
sample04324,103156,monocyte,15209,14.743689
sample04325,96112,b_cell,9406,9.786499
sample04325,96112,cd8_t_cell,28530,29.684119
sample04325,96112,cd4_t_cell,30344,31.5715
sample04325,96112,nk_cell,15340,15.960546
sample04325,96112,monocyte,12492,12.997336
sample04326,107538,b_cell,7952,7.394595
sample04326,107538,cd8_t_cell,17857,16.605293
sample04326,107538,cd4_t_cell,38742,36.026335
sample04326,107538,nk_cell,14895,13.850918
sample04326,107538,monocyte,28092,26.122859
sample04327,93334,b_cell,6291,6.740309
sample04327,93334,cd8_t_cell,23890,25.596246
sample04327,93334,cd4_t_cell,22092,23.669831
sample04327,93334,nk_cell,16716,17.909872
sample04327,93334,monocyte,24345,26.083742
sample04328,100522,b_cell,13145,13.076739
sample04328,100522,cd8_t_cell,23493,23.371003
sample04328,100522,cd4_t_cell,23950,23.82563
sample04328,100522,nk_cell,23856,23.732118
sample04328,100522,monocyte,16078,15.994509
sample04329,104824,b_cell,12562,11.983897
sample04329,104824,cd8_t_cell,26986,25.744104
sample04329,104824,cd4_t_cell,29990,28.60986
sample04329,104824,nk_cell,13118,12.51431
sample04329,104824,monocyte,22168,21.147829
sample04330,98959,b_cell,11515,11.636132
sample04330,98959,cd8_t_cell,22720,22.959003
sample04330,98959,cd4_t_cell,34030,34.387979
sample04330,98959,nk_cell,15530,15.693368
sample04330,98959,monocyte,15164,15.323518
sample04331,93996,b_cell,9426,10.028086
sample04331,93996,cd8_t_cell,25109,26.712839
sample04331,93996,cd4_t_cell,24732,26.311758
sample04331,93996,nk_cell,13067,13.901655
sample04331,93996,monocyte,21662,23.045662
sample04332,100604,b_cell,12418,12.343446
sample04332,100604,cd8_t_cell,20812,20.68705
sample04332,100604,cd4_t_cell,29709,29.530635
sample04332,100604,nk_cell,22961,22.823148
sample04332,100604,monocyte,14704,14.615721
sample04333,93799,b_cell,7106,7.575774
sample04333,93799,cd8_t_cell,28064,29.919296
sample04333,93799,cd4_t_cell,25589,27.280675
sample04333,93799,nk_cell,14042,14.970309
sample04333,93799,monocyte,18998,20.253947
sample04334,111166,b_cell,6829,6.143065
sample04334,111166,cd8_t_cell,20870,18.773726
sample04334,111166,cd4_t_cell,35101,31.575302
sample04334,111166,nk_cell,15741,14.159905
sample04334,111166,monocyte,32625,29.348002
sample04335,103020,b_cell,11359,11.026014
sample04335,103020,cd8_t_cell,27281,26.481266
sample04335,103020,cd4_t_cell,28944,28.095515
sample04335,103020,nk_cell,12947,12.567463
sample04335,103020,monocyte,22489,21.829742
sample04336,87707,b_cell,11140,12.701381
sample04336,87707,cd8_t_cell,17189,19.598208
sample04336,87707,cd4_t_cell,20853,23.775753
sample04336,87707,nk_cell,19479,22.209174
sample04336,87707,monocyte,19046,21.715485
sample04337,96520,b_cell,7529,7.800456
sample04337,96520,cd8_t_cell,18761,19.437422
sample04337,96520,cd4_t_cell,31270,32.397431
sample04337,96520,nk_cell,15937,16.511604
sample04337,96520,monocyte,23023,23.853087
sample04338,101281,b_cell,13287,13.118946
sample04338,101281,cd8_t_cell,27346,27.000128
sample04338,101281,cd4_t_cell,29275,28.90473
sample04338,101281,nk_cell,10493,10.360285
sample04338,101281,monocyte,20880,20.61591
sample04339,98623,b_cell,9421,9.552538
sample04339,98623,cd8_t_cell,25860,26.221064
sample04339,98623,cd4_t_cell,21058,21.352017
sample04339,98623,nk_cell,21567,21.868124
sample04339,98623,monocyte,20717,21.006256
sample04340,93171,b_cell,8805,9.450365
sample04340,93171,cd8_t_cell,26378,28.311384
sample04340,93171,cd4_t_cell,27790,29.826877
sample04340,93171,nk_cell,14001,15.027208
sample04340,93171,monocyte,16197,17.384165
sample04341,105455,b_cell,11169,10.591247
sample04341,105455,cd8_t_cell,22975,21.786544
sample04341,105455,cd4_t_cell,30692,29.104357
sample04341,105455,nk_cell,12889,12.222275
sample04341,105455,monocyte,27730,26.295576
sample04342,96981,b_cell,9899,10.207154
sample04342,96981,cd8_t_cell,17461,18.004558
sample04342,96981,cd4_t_cell,30783,31.741269
sample04342,96981,nk_cell,9584,9.882348
sample04342,96981,monocyte,29254,30.164671
sample04343,99684,b_cell,7252,7.274989
sample04343,99684,cd8_t_cell,21034,21.100678
sample04343,99684,cd4_t_cell,43420,43.557642
sample04343,99684,nk_cell,15770,15.819991
sample04343,99684,monocyte,12208,12.2467
sample04344,104998,b_cell,14405,13.719309
sample04344,104998,cd8_t_cell,18682,17.79272
sample04344,104998,cd4_t_cell,21785,20.748014
sample04344,104998,nk_cell,19753,18.812739
sample04344,104998,monocyte,30373,28.927218
sample04345,99645,b_cell,17174,17.235185
sample04345,99645,cd8_t_cell,21357,21.433087
sample04345,99645,cd4_t_cell,35752,35.879372
sample04345,99645,nk_cell,7520,7.546791
sample04345,99645,monocyte,17842,17.905565
sample04346,108946,b_cell,11818,10.847576
sample04346,108946,cd8_t_cell,20889,19.173719
sample04346,108946,cd4_t_cell,28292,25.968829
sample04346,108946,nk_cell,24209,22.2211
sample04346,108946,monocyte,23738,21.788776
sample04347,98892,b_cell,10129,10.242487
sample04347,98892,cd8_t_cell,23925,24.193059
sample04347,98892,cd4_t_cell,31115,31.463617
sample04347,98892,nk_cell,15706,15.881972
sample04347,98892,monocyte,18017,18.218865
sample04348,109764,b_cell,19702,17.949419
sample04348,109764,cd8_t_cell,22940,20.899384
sample04348,109764,cd4_t_cell,33813,30.805182
sample04348,109764,nk_cell,11770,10.723006
sample04348,109764,monocyte,21539,19.623009
sample04349,96741,b_cell,12648,13.074084
sample04349,96741,cd8_t_cell,17667,18.262164
sample04349,96741,cd4_t_cell,28276,29.228559
sample04349,96741,nk_cell,12721,13.149544
sample04349,96741,monocyte,25429,26.285649
sample04350,97867,b_cell,3868,3.952303
sample04350,97867,cd8_t_cell,33763,34.498861
sample04350,97867,cd4_t_cell,27774,28.379331
sample04350,97867,nk_cell,17621,18.005048
sample04350,97867,monocyte,14841,15.164458
sample04351,89234,b_cell,12255,13.733554
sample04351,89234,cd8_t_cell,20580,23.062958
sample04351,89234,cd4_t_cell,27005,30.263128
sample04351,89234,nk_cell,13121,14.704037
sample04351,89234,monocyte,16273,18.236322
sample04352,89971,b_cell,10346,11.499261
sample04352,89971,cd8_t_cell,20647,22.948506
sample04352,89971,cd4_t_cell,25088,27.884541
sample04352,89971,nk_cell,16452,18.285892
sample04352,89971,monocyte,17438,19.381801
sample04353,94352,b_cell,7678,8.137612
sample04353,94352,cd8_t_cell,23150,24.535781
sample04353,94352,cd4_t_cell,25007,26.503943
sample04353,94352,nk_cell,21503,22.79019
sample04353,94352,monocyte,17014,18.032474
sample04354,108984,b_cell,8417,7.723152
sample04354,108984,cd8_t_cell,29326,26.908537
sample04354,108984,cd4_t_cell,27442,25.179843
sample04354,108984,nk_cell,12154,11.152096
sample04354,108984,monocyte,31645,29.036372
sample04355,101883,b_cell,3553,3.487334
sample04355,101883,cd8_t_cell,22887,22.464003
sample04355,101883,cd4_t_cell,39400,38.67181
sample04355,101883,nk_cell,12242,12.015744
sample04355,101883,monocyte,23801,23.36111
sample04356,107557,b_cell,10950,10.180648
sample04356,107557,cd8_t_cell,21879,20.341772
sample04356,107557,cd4_t_cell,40885,38.012403
sample04356,107557,nk_cell,9463,8.798126
sample04356,107557,monocyte,24380,22.667051
sample04357,93753,b_cell,3911,4.1716
